CatchIDN,DwnCatchIDN,Watershed,rep_x,rep_y
8122,9520,Newport Bay,-117.72704189817654,33.697289958638834
8123,9282,Newport Bay,-117.77983470981174,33.67467192958874
8124,8141,Newport Bay,-117.89151727880243,33.748340562301784
8126,9269,Newport Bay,-117.89430312253637,33.709433830705684
8127,8185,Newport Bay,-117.88093151628306,33.71955168271401
8128,9251,Newport Bay,-117.88803562323277,33.652386455781304
8129,8130,Newport Bay,-117.89150101705195,33.65423415374586
8130,9013,Newport Bay,-117.89418189248326,33.649023764477676
8131,9619,Newport Bay,-117.90498410614032,33.62831955266802
8132,8131,Newport Bay,-117.91568054040528,33.636020049301806
8133,8450,Newport Bay,-117.92442240668521,33.63903392096316
8134,8031,Newport Bay,-117.90951867075006,33.66106759071345
8135,8761,Newport Bay,-117.88786005744737,33.74362276589489
8136,9263,Newport Bay,-117.89596124166283,33.73985925439977
8137,9268,Newport Bay,-117.88957589735173,33.72880952481515
8138,9270,Newport Bay,-117.89012194995237,33.70190133429976
8139,9260,Newport Bay,-117.9005292097072,33.731136029167935
8140,9267,Newport Bay,-117.89029869537062,33.737206938751825
8141,9265,Newport Bay,-117.89749456229639,33.74718608782803
8142,9127,Newport Bay,-117.88934332134994,33.75443008787825
8143,8168,Newport Bay,-117.89829730499281,33.75195748512463
8144,9147,Newport Bay,-117.8812614350655,33.74074532012138
8145,8182,Newport Bay,-117.85890620679237,33.7209326732882
8146,9269,Newport Bay,-117.89386627190706,33.70560001152383
8147,9269,Newport Bay,-117.88686330250808,33.712341399826336
8148,8150,Newport Bay,-117.9028527367392,33.711861187938695
8149,9688,Newport Bay,-117.87502259833416,33.69707555004227
8150,8126,Newport Bay,-117.89943546389293,33.71057366423282
8151,8892,Newport Bay,-117.88432666636629,33.714378376103824
8152,9269,Newport Bay,-117.88372072012429,33.70666353141568
8154,8754,Newport Bay,-117.89433691077433,33.70169846859103
8155,9146,Newport Bay,-117.88054916893314,33.72927700860798
8156,8129,Newport Bay,-117.8953948152433,33.65930504145072
8157,8396,Newport Bay,-117.91471399120243,33.66329439914793
8158,9370,Newport Bay,-117.91270035590888,33.67874264943091
8159,8745,Newport Bay,-117.84708455782987,33.770694111656695
8160,8162,Newport Bay,-117.85421112866803,33.77119138303349
8161,8163,Newport Bay,-117.8456935684809,33.76339185603228
8162,8744,Newport Bay,-117.85392133836348,33.76347111083777
8163,8743,Newport Bay,-117.84836851227496,33.763354999131025
8164,9417,Newport Bay,-117.83872817860771,33.76337472256806
8165,8759,Newport Bay,-117.83336687101112,33.77135826963838
8166,8164,Newport Bay,-117.83905608880565,33.77019337257877
8167,8144,Newport Bay,-117.88075282855675,33.75016088280273
8168,8141,Newport Bay,-117.89787539002603,33.75011499152407
8169,9139,Newport Bay,-117.87203849381129,33.752534998973516
8170,8580,Newport Bay,-117.85910633019367,33.75545599310788
8171,9264,Newport Bay,-117.89598457441768,33.74356558390918
8172,9709,Newport Bay,-117.86365470172181,33.74020070447641
8173,9341,Newport Bay,-117.84847730932,33.73649382057347
8174,8765,Newport Bay,-117.85234941261375,33.73841021583339
8175,9267,Newport Bay,-117.89602330482705,33.73283589817589
8176,9267,Newport Bay,-117.88943433520573,33.73267248717404
8177,9259,Newport Bay,-117.88949254958015,33.72507840970411
8178,9259,Newport Bay,-117.89655319306235,33.72469190428007
8179,9258,Newport Bay,-117.89260914535552,33.72204117073094
8180,9258,Newport Bay,-117.89292705966446,33.7196146121707
8181,9258,Newport Bay,-117.88786981543902,33.71973094118954
8182,8215,Newport Bay,-117.86998431542449,33.72105713729873
8183,9257,Newport Bay,-117.89368276577487,33.71409124182636
8184,9373,Newport Bay,-117.8791436131194,33.70868275892356
8185,9374,Newport Bay,-117.87995974327991,33.714493919080695
8186,9269,Newport Bay,-117.88880148878185,33.70648661683438
8187,9626,Newport Bay,-117.81595336678936,33.775988663559104
8188,8189,Newport Bay,-117.8270692829479,33.77781097284543
8189,9630,Newport Bay,-117.82596153569989,33.77415813731626
8190,9626,Newport Bay,-117.82167603698224,33.77863915099236
8191,8199,Newport Bay,-117.82836835395548,33.76906698757679
8192,9630,Newport Bay,-117.8260608920848,33.770046089678765
8193,9628,Newport Bay,-117.82452791405878,33.76871607540704
8194,9626,Newport Bay,-117.82182947333393,33.76995680198628
8195,9626,Newport Bay,-117.81695311691584,33.771756899283645
8196,9623,Newport Bay,-117.81720716774797,33.76836508575404
8197,9627,Newport Bay,-117.82175320293393,33.765179090604505
8198,8202,Newport Bay,-117.82904666466635,33.76387374010711
8199,9629,Newport Bay,-117.82604011406636,33.76457804645051
8200,9627,Newport Bay,-117.81799313836058,33.764819572744145
8201,9331,Newport Bay,-117.82889793687055,33.752376435239775
8202,9334,Newport Bay,-117.82847197526866,33.75697876980711
8203,9331,Newport Bay,-117.82445213545257,33.75463657785633
8204,9225,Newport Bay,-117.8204880940506,33.75626212967242
8205,9329,Newport Bay,-117.81618351462821,33.751852605133436
8206,8881,Newport Bay,-117.82972233246097,33.74994822308771
8207,9337,Newport Bay,-117.81600264822484,33.74934410787769
8208,9621,Newport Bay,-117.81832019922422,33.74752329153192
8209,9007,Newport Bay,-117.83312256065122,33.75459650978728
8210,9432,Newport Bay,-117.86390086938107,33.701262470378836
8211,8210,Newport Bay,-117.86448861799315,33.70656943159093
8212,9431,Newport Bay,-117.85353127165209,33.710379303719876
8213,8484,Newport Bay,-117.85256728766998,33.72089561577043
8214,8766,Newport Bay,-117.8481345892204,33.72332398295761
8215,9374,Newport Bay,-117.87562727035689,33.71266414940361
8217,8394,Newport Bay,-117.86403082802603,33.69422510070398
8218,8149,Newport Bay,-117.87076676501819,33.69697327682874
8219,8149,Newport Bay,-117.87558015763247,33.69279067761633
8220,8221,Newport Bay,-117.79132618975763,33.79072141706867
8221,8222,Newport Bay,-117.79712026868609,33.79071399782535
8222,9324,Newport Bay,-117.79818876429533,33.78543447794241
8223,9326,Newport Bay,-117.80997482448024,33.77770382440883
8224,9325,Newport Bay,-117.80736616286791,33.78338941462632
8225,8229,Newport Bay,-117.80908781296017,33.76140681779701
8226,9327,Newport Bay,-117.81314181716377,33.769549538927016
8227,9327,Newport Bay,-117.80816682553814,33.770122962967505
8228,8229,Newport Bay,-117.80950276369883,33.76564752706645
8229,9328,Newport Bay,-117.8130914881292,33.76320614397849
8230,9622,Newport Bay,-117.8092778311492,33.75506264668682
8231,8883,Newport Bay,-117.8153883590432,33.75806684104003
8232,9337,Newport Bay,-117.81211866720199,33.749263782820165
8233,9638,Newport Bay,-117.80403570819385,33.757681294592615
8234,9632,Newport Bay,-117.80918643914708,33.75803343284075
8235,9316,Newport Bay,-117.8062544461354,33.748712050311696
8236,9226,Newport Bay,-117.8105668432596,33.74685816665797
8237,8222,Newport Bay,-117.79348801247775,33.78247148828162
8238,8237,Newport Bay,-117.78890783430754,33.78004731464016
8239,8784,Newport Bay,-117.78262176883315,33.77756607059307
8240,8239,Newport Bay,-117.77614315710768,33.775357417376696
8241,8946,Newport Bay,-117.75998786788207,33.75379249452769
8242,8222,Newport Bay,-117.79603260254784,33.779574662459275
8243,9308,Newport Bay,-117.79633139482212,33.714625437720215
8244,9585,Newport Bay,-117.7677005278588,33.771601972604714
8245,9651,Newport Bay,-117.78797485613876,33.77227779744079
8246,9587,Newport Bay,-117.77608020390628,33.76637785505608
8247,9438,Newport Bay,-117.8013270075866,33.73776189589594
8248,9318,Newport Bay,-117.80455003189378,33.74383002407363
8249,9316,Newport Bay,-117.7996272127732,33.7487159024414
8250,9321,Newport Bay,-117.80139976343781,33.780990982888525
8251,9654,Newport Bay,-117.79428955889372,33.76402350802269
8252,8254,Newport Bay,-117.79701679859465,33.7611784799673
8253,9637,Newport Bay,-117.80148877361162,33.755801532620275
8254,9643,Newport Bay,-117.79633620324947,33.75693944656188
8255,9638,Newport Bay,-117.80324084782033,33.76066258695968
8256,9642,Newport Bay,-117.80078610352916,33.767596170257946
8257,9640,Newport Bay,-117.80141994497133,33.76455161787662
8258,8256,Newport Bay,-117.79757085487711,33.76991431505786
8259,9639,Newport Bay,-117.80247282284179,33.77044797129788
8260,9648,Newport Bay,-117.79123733410734,33.76195764749809
8261,9644,Newport Bay,-117.78792753210624,33.76952492490507
8262,9647,Newport Bay,-117.79301048781802,33.767221124786786
8263,9645,Newport Bay,-117.78667143076956,33.76234659764692
8264,9338,Newport Bay,-117.80634178191738,33.73832934544548
8265,9417,Newport Bay,-117.83766330154222,33.757220009607806
8266,8742,Newport Bay,-117.84686583676768,33.75466366220397
8267,9588,Newport Bay,-117.78023725024339,33.76006860191566
8268,9649,Newport Bay,-117.79154862149579,33.7574226239326
8269,9649,Newport Bay,-117.7875779367326,33.754456905234996
8270,8273,Newport Bay,-117.78216956511226,33.750877817754166
8271,9655,Newport Bay,-117.79156969680223,33.74468999868157
8272,8273,Newport Bay,-117.77626853066977,33.75082456113486
8273,8275,Newport Bay,-117.78030404082142,33.747302155242565
8274,9584,Newport Bay,-117.77712854377899,33.731958930105776
8275,9203,Newport Bay,-117.78816214454567,33.739018182779795
8276,9655,Newport Bay,-117.7999219539816,33.73636278544338
8277,9199,Newport Bay,-117.78338408325286,33.734317475993684
8278,9189,Newport Bay,-117.79325610518882,33.73360688655948
8279,8650,Newport Bay,-117.78987130413542,33.72833660778581
8280,9190,Newport Bay,-117.81317282398209,33.738529455993444
8281,9187,Newport Bay,-117.818472883617,33.73813012312513
8282,8476,Newport Bay,-117.80608766913478,33.73508255448748
8283,9228,Newport Bay,-117.81135856856284,33.73243413592882
8284,8288,Newport Bay,-117.80462267491401,33.72715157071136
8285,9309,Newport Bay,-117.80190866418812,33.71438229856109
8286,9311,Newport Bay,-117.79838403626184,33.73347749834608
8287,9310,Newport Bay,-117.79728919878292,33.72914537617663
8288,9439,Newport Bay,-117.80056859669563,33.725677334554746
8289,8291,Newport Bay,-117.8200188840382,33.73431257539458
8290,9343,Newport Bay,-117.82819035515644,33.72609648074292
8291,8886,Newport Bay,-117.82277146288617,33.731544710858515
8292,9009,Newport Bay,-117.83220227744795,33.72047321927967
8293,8294,Newport Bay,-117.84918868394595,33.70671911368913
8294,9430,Newport Bay,-117.85490827961607,33.699346110603585
8295,9430,Newport Bay,-117.85866392012284,33.69485601705482
8296,8809,Newport Bay,-117.80560875587915,33.72117713583104
8297,9346,Newport Bay,-117.8109676153095,33.7127275693077
8298,8857,Newport Bay,-117.81939860357267,33.72249109597484
8299,9345,Newport Bay,-117.81352479851991,33.717881891895914
8300,9437,Newport Bay,-117.83999109789718,33.69776892623825
8301,9437,Newport Bay,-117.84641115419844,33.696147090960814
8302,9433,Newport Bay,-117.85078394515324,33.69556493425942
8303,8304,Newport Bay,-117.8879924678215,33.683422228493704
8304,9272,Newport Bay,-117.88450909034778,33.691195248439655
8305,8304,Newport Bay,-117.88869314559909,33.69194732586036
8306,9368,Newport Bay,-117.8934863930559,33.6750395390478
8307,8129,Newport Bay,-117.90017681292181,33.6531665020039
8308,8130,Newport Bay,-117.9017391977978,33.646818686872635
8309,8308,Newport Bay,-117.90896275000242,33.6423661378917
8310,9475,Newport Bay,-117.91122043680338,33.62037049239969
8311,9060,Newport Bay,-117.90240535415808,33.661301556429784
8312,9382,Newport Bay,-117.83136941644696,33.69334699487027
8313,9427,Newport Bay,-117.84540062621706,33.681389023533136
8314,9055,Newport Bay,-117.84184608503244,33.67307858383985
8315,9428,Newport Bay,-117.85531308224269,33.67947252139385
8316,9662,Newport Bay,-117.85390695805677,33.67231325734363
8317,8319,Newport Bay,-117.85950023308584,33.66514944344621
8318,8319,Newport Bay,-117.86821138489647,33.6677478518544
8319,8320,Newport Bay,-117.86801904835289,33.66191717712014
8320,9567,Newport Bay,-117.8636874488332,33.65442614314125
8321,9567,Newport Bay,-117.86963098005172,33.65420155632546
8322,0,Newport Bay,-117.87578780152137,33.65325086136192
8323,8535,Newport Bay,-117.84778808920736,33.639495265175555
8324,9567,Newport Bay,-117.86148297712958,33.64582200609331
8325,8324,Newport Bay,-117.86411807644362,33.64266849087751
8326,8556,Newport Bay,-117.86920628663029,33.63334830417042
8327,8570,Newport Bay,-117.87658034473884,33.63391216301556
8328,8568,Newport Bay,-117.87225768203623,33.63998156051177
8329,9710,Newport Bay,-117.86943553174976,33.644000950151835
8330,8719,Newport Bay,-117.87073800072076,33.62227458243272
8331,8572,Newport Bay,-117.89725097185269,33.61556367204007
8332,9033,Newport Bay,-117.82982449242031,33.60877986748544
8333,9477,Newport Bay,-117.83567225710652,33.62593039884663
8334,8335,Newport Bay,-117.8546524140086,33.63197123000852
8335,8555,Newport Bay,-117.86029021861452,33.63506455891432
8336,8539,Newport Bay,-117.8378912016257,33.61143716046831
8337,8341,Newport Bay,-117.81795026614911,33.63611374896258
8338,8337,Newport Bay,-117.8227499330829,33.63434586638148
8339,8346,Newport Bay,-117.79959286879117,33.63651769450537
8340,9180,Newport Bay,-117.80443754879661,33.63695174286767
8341,8829,Newport Bay,-117.82030492736044,33.639436601487155
8342,9555,Newport Bay,-117.82151483992232,33.64846547232047
8343,9075,Newport Bay,-117.81387220391721,33.64495632842329
8344,8339,Newport Bay,-117.8007449455362,33.63964384128019
8345,8343,Newport Bay,-117.80942188361271,33.63984384321668
8346,9194,Newport Bay,-117.79629909962306,33.64029848946747
8347,8839,Newport Bay,-117.80310832989133,33.650409443488726
8348,9555,Newport Bay,-117.80856544450926,33.659002063466446
8349,8314,Newport Bay,-117.84995953054568,33.667762422788066
8350,9558,Newport Bay,-117.83039645922445,33.658984069978914
8351,8352,Newport Bay,-117.80820142719281,33.68847787622526
8352,9294,Newport Bay,-117.81417632909462,33.689759971677816
8353,9696,Newport Bay,-117.79841117348685,33.686644941840356
8354,9696,Newport Bay,-117.79208756414855,33.686619805497855
8355,9051,Newport Bay,-117.78581462198673,33.67904036299868
8356,9696,Newport Bay,-117.78940827281866,33.67808850501728
8357,8806,Newport Bay,-117.78092274585774,33.683511675568894
8358,8036,Newport Bay,-117.79324367927573,33.696722939512824
8359,8036,Newport Bay,-117.78884526978172,33.688764408105
8360,8036,Newport Bay,-117.78600328776237,33.69211091846316
8361,9494,Newport Bay,-117.7865807871068,33.698440134292625
8362,9495,Newport Bay,-117.7830125564951,33.696598010138686
8363,9492,Newport Bay,-117.77198877174393,33.69025577781919
8364,9304,Newport Bay,-117.77689272502249,33.70559251302987
8365,8869,Newport Bay,-117.76556636671435,33.69684318062404
8366,8084,Newport Bay,-117.77668120095295,33.71283656285723
8367,9301,Newport Bay,-117.7606924306308,33.70049393603731
8368,8366,Newport Bay,-117.76856667807542,33.713348247626556
8369,9229,Newport Bay,-117.76519177162422,33.714898832101284
8370,9307,Newport Bay,-117.78004901998966,33.72189908375631
8371,8089,Newport Bay,-117.75662778474138,33.71591222224018
8372,9154,Newport Bay,-117.75224403334485,33.719590850219646
8373,8369,Newport Bay,-117.7632641771444,33.7175485711244
8374,9591,Newport Bay,-117.75577059641557,33.720943169265354
8375,9591,Newport Bay,-117.76015862947338,33.72237878653361
8376,9591,Newport Bay,-117.76405870534447,33.72589973641077
8377,9591,Newport Bay,-117.75890350161478,33.723484056529145
8378,9592,Newport Bay,-117.74703684532713,33.722773423551416
8379,8376,Newport Bay,-117.75751000337814,33.72953385133164
8380,9593,Newport Bay,-117.75239496166182,33.72303805910464
8381,8275,Newport Bay,-117.79249063423549,33.740785182210104
8382,9249,Newport Bay,-117.88388078858958,33.662405029747696
8383,8129,Newport Bay,-117.88787389155115,33.658650752876625
8384,9243,Newport Bay,-117.88510743738297,33.65622440338882
8385,9581,Newport Bay,-117.77683327018109,33.7424478049086
8386,9170,Newport Bay,-117.77230089247723,33.73914008203444
8387,9585,Newport Bay,-117.7610920229461,33.77601949208983
8388,9577,Newport Bay,-117.76796329018455,33.75241901276928
8389,9015,Newport Bay,-117.76447778151348,33.7660764685651
8390,8220,Newport Bay,-117.7860645137612,33.790262792433
8391,9272,Newport Bay,-117.88181820325751,33.69228898434575
8392,9483,Newport Bay,-117.87533874419253,33.69067088354977
8393,9272,Newport Bay,-117.87899479047181,33.68417495862087
8394,9483,Newport Bay,-117.86832717440649,33.688636450932144
8395,9429,Newport Bay,-117.8625996525159,33.688010031669876
8396,9440,Newport Bay,-117.91536399978307,33.67247891624625
8397,9347,Newport Bay,-117.83154277334003,33.68088279797854
8398,9293,Newport Bay,-117.8110897990043,33.684514036150404
8399,9352,Newport Bay,-117.81663957620906,33.679335485452356
8400,9352,Newport Bay,-117.82125931631478,33.67599269344933
8401,9352,Newport Bay,-117.82405488309598,33.68083818214019
8402,9365,Newport Bay,-117.82457189762405,33.67310339412199
8403,9291,Newport Bay,-117.80791695987395,33.682616353528076
8404,9292,Newport Bay,-117.80644138575292,33.67855738764233
8405,8404,Newport Bay,-117.80404115351351,33.676363603817805
8406,9689,Newport Bay,-117.80027064612499,33.679126144535985
8407,9689,Newport Bay,-117.78729456524684,33.67334839414182
8408,9689,Newport Bay,-117.79571817067016,33.67636645430122
8409,9353,Newport Bay,-117.81580731795049,33.671047040322165
8410,9359,Newport Bay,-117.80864958130735,33.66798107718009
8411,9353,Newport Bay,-117.80907998719435,33.67480659414528
8412,9079,Newport Bay,-117.7990868769152,33.66750263871745
8413,9355,Newport Bay,-117.8009265842139,33.66120909632693
8414,9361,Newport Bay,-117.8186793034719,33.6632093002832
8415,9347,Newport Bay,-117.833421737941,33.675056215280556
8416,8421,Newport Bay,-117.70489580652438,33.63877249378609
8417,8416,Newport Bay,-117.69574670208755,33.638316907195204
8418,8416,Newport Bay,-117.70102733738173,33.64055295746954
8419,8526,Newport Bay,-117.68690491875358,33.636250759396376
8420,8074,Newport Bay,-117.68618527174422,33.640953084996966
8421,8114,Newport Bay,-117.71199116481544,33.63954202144647
8422,9392,Newport Bay,-117.6781544857464,33.66230802008812
8423,8422,Newport Bay,-117.67918908596957,33.66576935780553
8424,9399,Newport Bay,-117.6571626981962,33.66811890533855
8425,9391,Newport Bay,-117.67289192353417,33.66904440292125
8426,9466,Newport Bay,-117.66443685856582,33.67835209391196
8427,8425,Newport Bay,-117.66028866179497,33.67500802979649
8428,9025,Newport Bay,-117.64972857378916,33.683924386171256
8429,8430,Newport Bay,-117.65341806099198,33.68561522850961
8430,8426,Newport Bay,-117.65720009170963,33.680757677050494
8431,9466,Newport Bay,-117.6569807461756,33.685241853921255
8432,9466,Newport Bay,-117.67062045774239,33.68422269150436
8433,8525,Newport Bay,-117.66981161763124,33.6790711116895
8434,8435,Newport Bay,-117.66577945587778,33.6877815421467
8435,8432,Newport Bay,-117.66517057843157,33.684876840095484
8436,8434,Newport Bay,-117.66166145863104,33.68937448017705
8437,8523,Newport Bay,-117.67108662009504,33.68879195228713
8438,0,Newport Bay,-117.93367297748253,33.6174825259424
8439,8446,Newport Bay,-117.92901605876274,33.61841336066894
8440,0,Newport Bay,-117.92596755794665,33.61325821670084
8441,0,Newport Bay,-117.92856756310462,33.61307544788096
8442,0,Newport Bay,-117.92879007128093,33.60928932264878
8443,0,Newport Bay,-117.92685821613937,33.60907879461962
8444,0,Newport Bay,-117.92620161163362,33.60799419132481
8445,8626,Newport Bay,-117.93301907065104,33.614230692829395
8446,0,Newport Bay,-117.93099534546602,33.61799514256619
7981,7999,Newport Bay,-117.72272118042227,33.608036775675856
7983,7984,Newport Bay,-117.74472672682683,33.61048167427401
7993,8013,Newport Bay,-117.74745928714235,33.61773378701881
8053,9699,Newport Bay,-117.76559985977781,33.633433555323215
8125,9375,Newport Bay,-117.87235136767886,33.70300353129015
8153,9054,Newport Bay,-117.88211048238978,33.7017127501261
8216,9687,Newport Bay,-117.87230426878446,33.70700203539476
8447,0,Newport Bay,-117.92064223351512,33.606680528708615
8448,0,Newport Bay,-117.91301610966514,33.60544867561089
8449,8632,Newport Bay,-117.90723186224972,33.60378145487047
8450,8452,Newport Bay,-117.93084028046209,33.63792620428397
8451,8575,Newport Bay,-117.93380838574097,33.62955044558617
8452,8574,Newport Bay,-117.92407322921072,33.634185961230926
8453,8575,Newport Bay,-117.92929004776192,33.62840798368781
8454,8575,Newport Bay,-117.93349932178846,33.62236321357108
8455,9483,Newport Bay,-117.87687326657323,33.68761683708786
8456,9475,Newport Bay,-117.91605430928419,33.62612854425289
8457,9704,Newport Bay,-117.75814888993783,33.74270597018791
8458,9169,Newport Bay,-117.7710380088835,33.74568819404669
8459,8388,Newport Bay,-117.7653543595901,33.75197993590761
8460,8461,Newport Bay,-117.7802425966147,33.72868727169016
8461,8649,Newport Bay,-117.78421226533743,33.730138571856365
8462,9584,Newport Bay,-117.78071164862475,33.73327986060842
8463,9472,Newport Bay,-117.77605020307894,33.72945708251348
8464,8468,Newport Bay,-117.7852867423483,33.724512477851036
8465,8649,Newport Bay,-117.78551874449684,33.7272014374273
8466,9307,Newport Bay,-117.78110092700454,33.72443971816351
8467,8465,Newport Bay,-117.78226926282954,33.72660317751172
8468,8659,Newport Bay,-117.78984769862802,33.72195551088359
8469,9306,Newport Bay,-117.78784415923371,33.720982686100946
8470,9197,Newport Bay,-117.78778644912204,33.73192166569099
8471,9206,Newport Bay,-117.79253460711772,33.72830738709855
8472,9310,Newport Bay,-117.79620506988975,33.73154188680725
8473,9189,Newport Bay,-117.79550438718277,33.73265898385458
8474,9319,Newport Bay,-117.81054701286446,33.74364198728682
8475,9658,Newport Bay,-117.81377013518897,33.74229775831383
8476,8284,Newport Bay,-117.80449670432462,33.731524039739924
8477,9311,Newport Bay,-117.80111102574739,33.7307375598101
8478,9191,Newport Bay,-117.80766526011176,33.72438621706728
8479,9485,Newport Bay,-117.81086662509995,33.72522023672802
8480,8292,Newport Bay,-117.83501116877505,33.723243622770994
8481,8039,Newport Bay,-117.83190160645097,33.7123471561615
8482,9009,Newport Bay,-117.83860540239368,33.71877784941387
8483,9685,Newport Bay,-117.84248052747533,33.7120148392069
8484,8212,Newport Bay,-117.84962858385686,33.711759833389806
8485,9347,Newport Bay,-117.83278267821038,33.68509315151455
8486,9381,Newport Bay,-117.83598678824322,33.68886449528577
8487,8076,Newport Bay,-117.76521676420612,33.681460756655326
8488,9028,Newport Bay,-117.76997052380639,33.66839320204495
8489,9282,Newport Bay,-117.77950356270794,33.66715189014637
8490,8489,Newport Bay,-117.77606395947386,33.66346222337676
8491,8871,Newport Bay,-117.78815125131813,33.66733414608932
8492,9029,Newport Bay,-117.7731631368179,33.67077905809262
8493,9286,Newport Bay,-117.75878070175307,33.65261709106055
8494,9456,Newport Bay,-117.75090628666662,33.6531961755467
8495,8104,Newport Bay,-117.77220847608794,33.656555337785804
8496,9506,Newport Bay,-117.75235064748775,33.65613569213714
8497,9287,Newport Bay,-117.75445839219742,33.66034826640111
8498,9457,Newport Bay,-117.74654554779416,33.65447263196965
8499,9453,Newport Bay,-117.73694762841245,33.64873745478555
8500,9449,Newport Bay,-117.73165926436226,33.65117362119662
8501,9449,Newport Bay,-117.73733616750343,33.65640876166552
8502,9508,Newport Bay,-117.75162334822224,33.66371181646072
8503,8346,Newport Bay,-117.79045323076993,33.64056036459408
8504,9522,Newport Bay,-117.71648957861447,33.695873566256516
8505,8509,Newport Bay,-117.71839221510444,33.65326168336195
8506,9406,Newport Bay,-117.71819987730612,33.648640489118016
8507,9407,Newport Bay,-117.71372408088234,33.645999410538025
8508,8897,Newport Bay,-117.71110321157744,33.65233728011157
8509,9408,Newport Bay,-117.72137594238666,33.65206952776548
8510,9384,Newport Bay,-117.69066295827051,33.65031544735496
8511,9073,Newport Bay,-117.69873826470449,33.64658219208766
8512,8113,Newport Bay,-117.69481169200174,33.64478315805484
8513,8012,Newport Bay,-117.71092974548912,33.63200219345474
8514,8012,Newport Bay,-117.70828426480526,33.62852796982316
8515,8516,Newport Bay,-117.68407753801569,33.66779634534011
8516,9104,Newport Bay,-117.68734538608965,33.663398760257486
8517,9385,Newport Bay,-117.68200350056276,33.65902429614374
8518,9385,Newport Bay,-117.67727302291289,33.65418657588529
8519,8518,Newport Bay,-117.67263696325253,33.65631316486048
8520,9547,Newport Bay,-117.7378567592634,33.6373417157388
8521,9544,Newport Bay,-117.72751494757986,33.63477217267649
8523,9466,Newport Bay,-117.67569426427366,33.68487725222562
8524,9466,Newport Bay,-117.67152658313367,33.68200875191605
8525,8425,Newport Bay,-117.66824954014137,33.67490115625263
8526,8019,Newport Bay,-117.68590249100214,33.63398052427317
8527,8536,Newport Bay,-117.83496725201834,33.64008211153711
8528,9556,Newport Bay,-117.83506037812663,33.65526310692256
8529,8528,Newport Bay,-117.82825441430654,33.6514398047502
8530,8531,Newport Bay,-117.8354471663041,33.647991289339984
8531,8528,Newport Bay,-117.8362002139362,33.6533178166319
8532,9565,Newport Bay,-117.84335700899153,33.65159653465814
8533,9565,Newport Bay,-117.84950351035859,33.64979854382603
8534,9566,Newport Bay,-117.85862107096716,33.648278159116586
8535,8813,Newport Bay,-117.8519589447772,33.64455309160734
8536,8535,Newport Bay,-117.84322183763254,33.64629763375555
8537,9722,Newport Bay,-117.83422932941491,33.63382384574206
8538,8726,Newport Bay,-117.83447781317929,33.628713099607296
8539,8724,Newport Bay,-117.83821102461785,33.61751267706093
8540,8554,Newport Bay,-117.87298180795887,33.65766895135055
8541,9482,Newport Bay,-117.86767309449174,33.682504484801285
8542,9482,Newport Bay,-117.87266843926446,33.682504484801285
8543,8545,Newport Bay,-117.8819143669725,33.67744040013646
8544,8639,Newport Bay,-117.87566258389768,33.679315651533855
8545,9247,Newport Bay,-117.88161277987221,33.67044377726676
8546,9250,Newport Bay,-117.87754462066971,33.66216481796502
8547,9369,Newport Bay,-117.89903706257525,33.67604916773706
8548,8547,Newport Bay,-117.9002421631649,33.673794245796344
8549,8306,Newport Bay,-117.89685286593351,33.673977599705225
8550,9248,Newport Bay,-117.88890860039558,33.66601024689493
8551,8553,Newport Bay,-117.88733471561696,33.67774770356858
8552,9366,Newport Bay,-117.88195496864428,33.67970260759353
8553,9368,Newport Bay,-117.89258552960494,33.67949366522717
8554,9244,Newport Bay,-117.8792816296182,33.65911729269666
8555,8325,Newport Bay,-117.86428285061753,33.634562274592554
8556,9718,Newport Bay,-117.87294362544381,33.6314896677424
8557,8330,Newport Bay,-117.86408057772745,33.62111154448378
8558,8718,Newport Bay,-117.8631199021197,33.6245666191235
8559,8718,Newport Bay,-117.86237390045464,33.62669619302371
8560,8571,Newport Bay,-117.88135861388929,33.62112821489245
8561,8826,Newport Bay,-117.8825340603664,33.61624370941564
8562,8560,Newport Bay,-117.87868108874918,33.619336856560366
8563,8709,Newport Bay,-117.8708193679555,33.61420289555541
8564,0,Newport Bay,-117.88422332245206,33.60466853309741
8565,9738,Newport Bay,-117.88520908997859,33.61006052354007
8566,8564,Newport Bay,-117.88077370204293,33.60588418295225
8567,0,Newport Bay,-117.87835396218276,33.60314604790399
8568,9710,Newport Bay,-117.87571204836972,33.6423397061259
8569,8711,Newport Bay,-117.8813081277483,33.63852140755716
8570,0,Newport Bay,-117.88241825806506,33.630757475807314
8571,9711,Newport Bay,-117.88533019348617,33.62256694480912
8572,0,Newport Bay,-117.89996705241629,33.617808179785
8573,0,Newport Bay,-117.8955850171237,33.61304399903568
8574,8575,Newport Bay,-117.92511506626573,33.62833237663071
8575,0,Newport Bay,-117.93092631622866,33.62476927971379
8576,0,Newport Bay,-117.91573741658611,33.61689735229224
8577,9046,Newport Bay,-117.7158231981922,33.62611701205259
8578,9537,Newport Bay,-117.72867382396339,33.626357861733716
8579,9541,Newport Bay,-117.7328641012769,33.62881287694109
8580,8172,Newport Bay,-117.86307720180974,33.748266579406064
8581,9670,Newport Bay,-117.74873114695373,33.70867623931604
8582,8583,Newport Bay,-117.74150094916476,33.69811692750608
8583,8662,Newport Bay,-117.7442108681701,33.70083120288649
8584,8681,Newport Bay,-117.74381482608443,33.69031185280623
