CatchIDN,DwnCatchIDN,Watershed,rep_x,rep_y
6974,6746,Santa Ana River,-117.86003731672034,33.76310684016823
6975,7171,Santa Ana River,-117.86393378953966,33.76480531304692
6976,7801,Santa Ana River,-117.84985845108463,33.77728920688044
6977,7801,Santa Ana River,-117.84889390378845,33.77968059225638
6978,7942,Santa Ana River,-117.8465681893014,33.777505125649114
6979,6980,Santa Ana River,-117.81312079344296,33.83370186139564
6980,7696,Santa Ana River,-117.81597013672629,33.82935629085502
6981,6982,Santa Ana River,-117.82508087336375,33.81989811740514
6982,7177,Santa Ana River,-117.82727870307616,33.81976033742299
6983,6982,Santa Ana River,-117.82062352603201,33.824027506698485
6984,6983,Santa Ana River,-117.81575029999813,33.82304297609783
6985,7177,Santa Ana River,-117.8282459510867,33.81628430705142
6986,7914,Santa Ana River,-117.81669000301808,33.81631661765583
6987,6988,Santa Ana River,-117.81766546501595,33.80998978213532
6988,7871,Santa Ana River,-117.82100305793128,33.81237846244031
6989,7870,Santa Ana River,-117.83368414253817,33.81224534883748
6990,7973,Santa Ana River,-117.83360528787276,33.807721626574434
6991,7869,Santa Ana River,-117.83812850370997,33.81039881546245
6992,6993,Santa Ana River,-117.84654896787596,33.80613149840959
6993,7974,Santa Ana River,-117.85096139420695,33.806599226259536
6994,7818,Santa Ana River,-117.85810300954833,33.81033864762159
6995,7974,Santa Ana River,-117.8543559367263,33.81023222097676
6996,7818,Santa Ana River,-117.86064811547024,33.81236502811131
6997,7812,Santa Ana River,-117.85579523711917,33.813812219661564
6998,7812,Santa Ana River,-117.85886509628418,33.814016820909266
6999,7002,Santa Ana River,-117.85842568482127,33.80598113033338
7000,7811,Santa Ana River,-117.86432522324351,33.80496680575435
7001,7811,Santa Ana River,-117.86492761670172,33.80852689696454
7002,7811,Santa Ana River,-117.86265419874636,33.807571977355195
7003,7743,Santa Ana River,-117.86977697207443,33.80904352125598
7004,7744,Santa Ana River,-117.86634131787721,33.81377275887486
7005,7742,Santa Ana River,-117.87118606671578,33.80268775930935
7006,7817,Santa Ana River,-117.86883875038717,33.806302167015595
7007,7742,Santa Ana River,-117.8753570473223,33.79869056037168
7008,7426,Santa Ana River,-117.88781688175719,33.79467290913825
7009,7459,Santa Ana River,-117.87258771979131,33.77725654464763
7010,7629,Santa Ana River,-117.8764883224111,33.78184198545977
7011,7739,Santa Ana River,-117.88003280460217,33.7901600471164
7012,7740,Santa Ana River,-117.88093276869165,33.78642592432696
7013,7010,Santa Ana River,-117.86793012622238,33.78104245772501
7014,7870,Santa Ana River,-117.82686064084413,33.81220851173431
7015,7907,Santa Ana River,-117.83312177740851,33.78584517585221
7016,7538,Santa Ana River,-117.8331078745376,33.77739488407751
7017,7921,Santa Ana River,-117.83505691317029,33.78196403341663
7018,7943,Santa Ana River,-117.81146204815883,33.80733502986328
7019,7020,Santa Ana River,-117.80492314484712,33.81636710035083
7020,7914,Santa Ana River,-117.81116059529376,33.81549304316227
7021,7803,Santa Ana River,-117.86387836479923,33.773959904791376
7022,7802,Santa Ana River,-117.85389192772602,33.77456281692645
7023,7803,Santa Ana River,-117.85815361264997,33.773231606813724
7024,7805,Santa Ana River,-117.87028050638749,33.77311394718086
7025,7026,Santa Ana River,-117.85872370721665,33.781516948841144
7026,7621,Santa Ana River,-117.86026303062192,33.779527606240656
7027,7613,Santa Ana River,-117.84622536046373,33.77577817195383
7028,7541,Santa Ana River,-117.86451896263199,33.788801196345744
7029,7038,Santa Ana River,-117.83235758102464,33.915989335314535
7030,6932,Santa Ana River,-117.83586300303946,33.920697297628934
7031,7934,Santa Ana River,-117.69608947398771,33.86917159856308
7032,7466,Santa Ana River,-117.76413048013046,33.85412275451456
7033,7515,Santa Ana River,-117.8707753117393,33.8425525396397
7034,7049,Santa Ana River,-117.86660023666465,33.84744374986943
7035,7819,Santa Ana River,-117.85815435935945,33.84537522354194
7036,7846,Santa Ana River,-117.84087512831485,33.86659003889146
7037,6642,Santa Ana River,-117.84434673874065,33.9145112160615
7038,6644,Santa Ana River,-117.8350437060223,33.91204942650934
7039,7041,Santa Ana River,-117.82342615610807,33.90697951572572
7040,7041,Santa Ana River,-117.8148091108842,33.90740318556837
7041,6639,Santa Ana River,-117.81633962514357,33.90441193827925
7042,6929,Santa Ana River,-117.83900312553467,33.90410264045761
7043,6929,Santa Ana River,-117.83533798805074,33.90390443429558
7044,7835,Santa Ana River,-117.84684250518636,33.896100170051824
7045,6863,Santa Ana River,-117.87427813093713,33.855598556950966
7046,7048,Santa Ana River,-117.86829851455751,33.8530758651151
7047,6864,Santa Ana River,-117.86097068797244,33.85203871792996
7048,6863,Santa Ana River,-117.87236404066641,33.85030070062213
7049,6523,Santa Ana River,-117.87428908717135,33.844670349372606
7050,6481,Santa Ana River,-117.87414267887888,33.83456804275029
7051,6483,Santa Ana River,-117.87919006274174,33.829913498393154
7052,6472,Santa Ana River,-117.88272438316793,33.825394018478804
7053,7771,Santa Ana River,-117.96937026332333,33.6921711914487
7054,7073,Santa Ana River,-117.97474669417022,33.69232402668297
7055,7774,Santa Ana River,-117.96939782986098,33.695649902627714
7056,7774,Santa Ana River,-117.9693912078356,33.69937528800039
7057,6370,Santa Ana River,-117.96027721285256,33.70060127107588
7058,7059,Santa Ana River,-117.97337243383896,33.71268794687799
7059,7773,Santa Ana River,-117.96745493220112,33.711441364425966
7060,6372,Santa Ana River,-117.97459400273974,33.7072407042847
7061,7777,Santa Ana River,-117.98238235145551,33.65072299757984
7062,7778,Santa Ana River,-117.98757223716771,33.66051819906286
7063,7064,Santa Ana River,-117.99168543931367,33.65596574532091
7064,6258,Santa Ana River,-117.99042707459392,33.65821952803303
7065,7064,Santa Ana River,-117.99483400327881,33.6598037996372
7066,7067,Santa Ana River,-117.95592238828289,33.66414200570037
7067,6693,Santa Ana River,-117.95603334009678,33.65887532824368
7068,7070,Santa Ana River,-117.96020955097238,33.6634300057096
7069,6265,Santa Ana River,-117.9643928703563,33.660950946438426
7070,6275,Santa Ana River,-117.95811685902956,33.66670812713592
7071,7764,Santa Ana River,-117.96460641976778,33.670716411240036
7072,7767,Santa Ana River,-117.94858596257816,33.69214733494408
7073,7771,Santa Ana River,-117.96929982528451,33.68861016684055
7074,7164,Santa Ana River,-117.85141989817633,33.82533671964932
7075,7119,Santa Ana River,-117.85477243391503,33.82386301767649
7076,7423,Santa Ana River,-117.85101325429741,33.816672406891996
7077,7078,Santa Ana River,-117.82883083663506,33.82993412240526
7078,7700,Santa Ana River,-117.83114939268128,33.82771610323314
7079,7015,Santa Ana River,-117.83386758448049,33.789800104529405
7080,6600,Santa Ana River,-117.84191293082806,33.880113869915846
7081,6909,Santa Ana River,-117.81856857259199,33.88272466713667
7082,6905,Santa Ana River,-117.8152470451493,33.88693778826533
7083,6860,Santa Ana River,-117.71204492518305,33.885543764052734
7084,7934,Santa Ana River,-117.70357850974884,33.875783097427785
7085,6860,Santa Ana River,-117.71609184300293,33.88178344131775
7086,7090,Santa Ana River,-117.72552288635559,33.87791299932918
7087,7086,Santa Ana River,-117.72613821502489,33.882398765464146
7088,6858,Santa Ana River,-117.71480007182797,33.87740623300365
7089,7935,Santa Ana River,-117.71638363909497,33.87597762189471
7090,7935,Santa Ana River,-117.7207992809665,33.875001637340134
7091,7588,Santa Ana River,-117.92374153259667,33.698780510163786
7092,7789,Santa Ana River,-117.92233745433136,33.69397374021384
7093,7791,Santa Ana River,-117.91490051888911,33.706336022414774
7094,7906,Santa Ana River,-117.91215669094208,33.70200883165325
7095,6343,Santa Ana River,-117.89358721266919,33.69512344789689
7096,6822,Santa Ana River,-117.72228505032352,33.85980288632169
7097,7935,Santa Ana River,-117.72850732940913,33.865708140428936
7098,7722,Santa Ana River,-117.74992162763661,33.87117855140388
7099,7722,Santa Ana River,-117.75362345820542,33.87386956960823
7100,7098,Santa Ana River,-117.75322010851797,33.865864316862904
7101,7466,Santa Ana River,-117.7619133649277,33.8599750578491
7102,6815,Santa Ana River,-117.77104561043089,33.85055137453645
7103,7707,Santa Ana River,-117.7653581115217,33.837542295233604
7104,6775,Santa Ana River,-117.78359808109124,33.82964510933434
7105,6777,Santa Ana River,-117.77704419465985,33.82574333264073
7106,6777,Santa Ana River,-117.78269596397408,33.826062479590334
7107,6777,Santa Ana River,-117.78612475312909,33.82519941986371
7108,7935,Santa Ana River,-117.7445954344461,33.884293876319646
7109,6890,Santa Ana River,-117.78618810685896,33.8760511763309
7110,7113,Santa Ana River,-117.82533074349803,33.85360490139558
7111,7750,Santa Ana River,-117.79256654344813,33.85523147027392
7112,7113,Santa Ana River,-117.83158913862843,33.85423333736948
7113,7115,Santa Ana River,-117.8385100879425,33.84945023699427
7114,7746,Santa Ana River,-117.86251243589614,33.839768732590734
7115,7746,Santa Ana River,-117.85106971645035,33.846077023850086
7116,7745,Santa Ana River,-117.86745295444302,33.83028372010554
7117,7745,Santa Ana River,-117.86397236001426,33.82311272489255
7118,7745,Santa Ana River,-117.86420810145043,33.81812375615137
7119,7813,Santa Ana River,-117.85806542058452,33.8183179171902
7120,7742,Santa Ana River,-117.87884057257173,33.80571983235305
7121,7167,Santa Ana River,-117.8596197230693,33.80053533612656
7122,7729,Santa Ana River,-117.91928927931383,33.72108372466114
7123,6390,Santa Ana River,-117.91753967254053,33.71838478987538
7124,6681,Santa Ana River,-117.90015187080054,33.719782889953386
7125,7617,Santa Ana River,-117.89112741222766,33.760706335791426
7126,7806,Santa Ana River,-117.87954756604542,33.76857099198705
7127,6742,Santa Ana River,-117.85816196133077,33.770350201978154
7128,6768,Santa Ana River,-117.93735098088018,33.637869816376934
7129,7755,Santa Ana River,-117.94774300000911,33.66346399308115
7130,6268,Santa Ana River,-117.9287986396556,33.65681218175587
7131,6252,Santa Ana River,-117.92904300637981,33.651518616461104
7132,7078,Santa Ana River,-117.82470868180529,33.827743734105304
7133,7870,Santa Ana River,-117.83399134195275,33.81468551521411
7134,7867,Santa Ana River,-117.84980938448095,33.81334563287382
7135,7876,Santa Ana River,-117.84569068463094,33.81740567518406
7136,7472,Santa Ana River,-117.83944001322592,33.826527421071596
7137,6725,Santa Ana River,-117.85524913179648,33.80358691357235
7138,6672,Santa Ana River,-117.8400775285777,33.80364098428578
7139,7619,Santa Ana River,-117.84992554619295,33.788802935315104
7140,7923,Santa Ana River,-117.81648596412785,33.79852097831183
7141,6775,Santa Ana River,-117.79395663245471,33.82998173909493
7142,7707,Santa Ana River,-117.77676122122283,33.83842299702111
7143,7142,Santa Ana River,-117.78222734262891,33.83459590072299
7144,7142,Santa Ana River,-117.77683213238458,33.83413724092349
7145,7706,Santa Ana River,-117.76685370751032,33.83420444469336
7146,6804,Santa Ana River,-117.7972085856353,33.84059345313328
7147,7910,Santa Ana River,-117.81127007323175,33.820155741303864
7148,7147,Santa Ana River,-117.804277146162,33.82016904625101
7149,7147,Santa Ana River,-117.80660660068781,33.82431351332727
7150,7912,Santa Ana River,-117.81138795564588,33.82709783657093
7151,7418,Santa Ana River,-117.8074123635881,33.83240307812885
7152,7147,Santa Ana River,-117.80876143866158,33.82640339389042
7153,7421,Santa Ana River,-117.79459063324049,33.80187907305819
7154,7856,Santa Ana River,-117.79964668791324,33.80852197728297
7155,6441,Santa Ana River,-117.78647378948631,33.800439671218115
7156,6441,Santa Ana River,-117.77827489784843,33.799313270731815
7157,7788,Santa Ana River,-117.92961214316054,33.68995455011695
7158,7677,Santa Ana River,-117.78180047392644,33.85550503319237
7160,6838,Santa Ana River,-117.74855691173119,33.8620941823553
7161,7030,Santa Ana River,-117.83435960018952,33.92539409404944
7162,6251,Santa Ana River,-117.92313986333656,33.651562713072224
7163,6992,Santa Ana River,-117.84004408485788,33.807951022219534
7164,7813,Santa Ana River,-117.85123068233719,33.82023292308219
7165,7492,Santa Ana River,-117.78472186124391,33.839253799071685
7166,6668,Santa Ana River,-117.84457271971664,33.826527421071596
7167,7810,Santa Ana River,-117.86475089649662,33.80016348629053
7168,7807,Santa Ana River,-117.87092055577475,33.7918272568844
7169,6952,Santa Ana River,-117.89508958799695,33.758456859795146
7170,6754,Santa Ana River,-117.79496782256827,33.7954366246054
7171,7614,Santa Ana River,-117.86371436533796,33.76845241459915
7172,7969,Santa Ana River,-117.74326160803093,33.84031234556017
7173,7139,Santa Ana River,-117.85425286794077,33.79240443484561
7174,7173,Santa Ana River,-117.84876635702747,33.79240133618508
7175,7140,Santa Ana River,-117.815628155011,33.796836905398536
7176,7744,Santa Ana River,-117.87418502006642,33.815031608606546
7177,7133,Santa Ana River,-117.83101308976244,33.81628430705142
7178,7973,Santa Ana River,-117.82634183960167,33.80844290537593
7179,7819,Santa Ana River,-117.85115479969448,33.84794420889601
7180,7046,Santa Ana River,-117.86223695226207,33.85511332439431
7181,6575,Santa Ana River,-117.83192726133582,33.86155930423435
7182,7181,Santa Ana River,-117.82219901627346,33.85995529472678
7183,6375,Santa Ana River,-117.95227135960896,33.707792404991594
7184,6388,Santa Ana River,-117.94721990130634,33.712680490105676
7185,7790,Santa Ana River,-117.91188576989995,33.69809249783621
7186,7790,Santa Ana River,-117.90707365485073,33.697998239006054
7187,7731,Santa Ana River,-117.90498262250517,33.755982881708476
7188,7189,Santa Ana River,-117.54066081058278,33.70679177535471
7189,7192,Santa Ana River,-117.54717139697135,33.70047522521434
7190,7189,Santa Ana River,-117.5446370955159,33.711255155926764
7191,7192,Santa Ana River,-117.55395211717291,33.70454560616311
7192,7200,Santa Ana River,-117.55532478647805,33.693403863480526
7193,7192,Santa Ana River,-117.56373620611714,33.694022294011575
7194,7192,Santa Ana River,-117.56736854534824,33.69675560848468
7195,7194,Santa Ana River,-117.56290949417847,33.70503396691974
7196,7194,Santa Ana River,-117.57011125066299,33.7054645162172
7197,7200,Santa Ana River,-117.57569273343081,33.70092039760199
7198,7206,Santa Ana River,-117.58516606594232,33.703796339016165
7199,7201,Santa Ana River,-117.5844100639839,33.699397061697795
7200,7201,Santa Ana River,-117.58154590492389,33.69549978324686
7201,7206,Santa Ana River,-117.58873858477972,33.695571671839375
7202,7205,Santa Ana River,-117.59234933722732,33.7053411047822
7203,6383,Santa Ana River,-117.57935260007669,33.71182024619361
7204,6383,Santa Ana River,-117.58018954806961,33.71568971189061
7205,7207,Santa Ana River,-117.59978007875216,33.70502376616454
7206,7207,Santa Ana River,-117.59943841566766,33.69863154243009
7207,7208,Santa Ana River,-117.6105803348799,33.704625111872446
7208,7223,Santa Ana River,-117.62186670422291,33.70861523382423
7209,7210,Santa Ana River,-117.5566532835183,33.72061780355067
7210,7211,Santa Ana River,-117.57128096457105,33.71616992285584
7211,7212,Santa Ana River,-117.57507291549352,33.72011863237881
7212,7215,Santa Ana River,-117.58737839366876,33.72438808363392
7213,7212,Santa Ana River,-117.57608692731247,33.72992275055533
7214,7208,Santa Ana River,-117.60782945209553,33.712168965038984
7215,6396,Santa Ana River,-117.6066337347558,33.720272429850944
7216,6396,Santa Ana River,-117.6147498926344,33.72213024078448
7217,7220,Santa Ana River,-117.60364590440427,33.72873027431451
7218,7220,Santa Ana River,-117.60584968633995,33.73314811226471
7219,7222,Santa Ana River,-117.61637488409505,33.7322592607785
7220,7222,Santa Ana River,-117.61368809246272,33.728741738789765
7221,6402,Santa Ana River,-117.62527226056788,33.73566822653077
7222,6402,Santa Ana River,-117.62545593223606,33.72756136464771
7223,7224,Santa Ana River,-117.63229320875297,33.71225500263964
7224,7225,Santa Ana River,-117.63665864525703,33.715785868483266
7225,7227,Santa Ana River,-117.64303236524643,33.715862204297
7226,7227,Santa Ana River,-117.65523402415592,33.71683771469039
7227,6402,Santa Ana River,-117.64233376543449,33.724308025526696
7228,7225,Santa Ana River,-117.64786917574644,33.70736986882626
7229,7230,Santa Ana River,-117.64554130603898,33.7361298206159
7230,6412,Santa Ana River,-117.65368511883807,33.738170483202644
7231,6412,Santa Ana River,-117.66164166502685,33.73061354059469
7232,7229,Santa Ana River,-117.65513543419758,33.730618621970265
7233,7236,Santa Ana River,-117.54145772443741,33.75260162243983
7234,7236,Santa Ana River,-117.54416768935386,33.74005110577799
7235,7237,Santa Ana River,-117.55200779252536,33.74510580603062
7236,7237,Santa Ana River,-117.55053460997419,33.754895312766564
7237,7239,Santa Ana River,-117.56290331452033,33.754161724002586
7238,7239,Santa Ana River,-117.57393889704632,33.760282297480344
7239,7246,Santa Ana River,-117.58492522664541,33.75499397570453
7240,7239,Santa Ana River,-117.57358899480514,33.744404943515555
7241,7237,Santa Ana River,-117.56213381854381,33.74283404649974
7242,7244,Santa Ana River,-117.56748898844646,33.73640464911915
7243,7244,Santa Ana River,-117.57424452536362,33.73445512516012
7244,7246,Santa Ana River,-117.57654040641782,33.74025877785604
7245,7246,Santa Ana River,-117.58558671417873,33.73842698250063
7246,7250,Santa Ana River,-117.59696748031084,33.747249336877296
7247,7246,Santa Ana River,-117.59951983581679,33.738360148281515
7248,7250,Santa Ana River,-117.6079718107251,33.75161496329278
7249,7250,Santa Ana River,-117.61195727453759,33.739915383626546
7250,7252,Santa Ana River,-117.62169564548437,33.744657600496794
7251,7250,Santa Ana River,-117.62169997468783,33.751882464010635
7252,7277,Santa Ana River,-117.63765628304992,33.74854702163123
7253,7252,Santa Ana River,-117.6334025120992,33.74099754504079
7254,7255,Santa Ana River,-117.58743504174748,33.766591864434034
7255,7256,Santa Ana River,-117.59629414978322,33.7666606385976
7256,7257,Santa Ana River,-117.59520594385022,33.761421119593166
7257,7258,Santa Ana River,-117.60331898170443,33.763250560780996
7258,7259,Santa Ana River,-117.6058635361934,33.75899457431334
7259,7263,Santa Ana River,-117.60420865886566,33.77132448770817
7260,7255,Santa Ana River,-117.5900628280642,33.77350629362854
7261,7262,Santa Ana River,-117.61010820932836,33.78830624702551
7262,7263,Santa Ana River,-117.61700678034934,33.77234194875956
7263,7252,Santa Ana River,-117.62252932926738,33.76187819429319
7264,7252,Santa Ana River,-117.63892094600637,33.7577589575546
7265,7264,Santa Ana River,-117.6336508305182,33.75999941330787
7266,7265,Santa Ana River,-117.63688219067438,33.76687491338955
7267,7271,Santa Ana River,-117.62885643296815,33.79559996407118
7268,6434,Santa Ana River,-117.6285898215484,33.78636863570471
7269,6434,Santa Ana River,-117.63646135370651,33.78570715526225
7270,7267,Santa Ana River,-117.63661843257687,33.796917842366774
7271,7269,Santa Ana River,-117.63372422072727,33.791251362774105
7272,7274,Santa Ana River,-117.64349671585825,33.76980851048359
7273,7274,Santa Ana River,-117.65014108429494,33.77184426081154
7274,7276,Santa Ana River,-117.65575957601376,33.762909676753495
7275,7274,Santa Ana River,-117.65190208200767,33.76046277164003
7276,6414,Santa Ana River,-117.66635721698044,33.75781083546026
7277,7279,Santa Ana River,-117.64263567430804,33.74633869644687
7278,7279,Santa Ana River,-117.64486044087836,33.75385323644987
7279,6413,Santa Ana River,-117.65323223143294,33.74798897620767
7280,6413,Santa Ana River,-117.65628213501273,33.75306037549775
7281,7282,Santa Ana River,-117.63394470040242,33.80209893506205
7282,7287,Santa Ana River,-117.63509582074373,33.80803258729975
7283,7287,Santa Ana River,-117.64868562371613,33.799408356081365
7284,7288,Santa Ana River,-117.64754411853613,33.79423168511953
7285,7286,Santa Ana River,-117.65329535516716,33.8165702636769
7286,7282,Santa Ana River,-117.63968498519519,33.81267399441346
7287,7288,Santa Ana River,-117.65656571868556,33.80008700675601
7288,7290,Santa Ana River,-117.65864892882308,33.7905525961678
7289,7290,Santa Ana River,-117.66837187636901,33.79529844244469
7290,7292,Santa Ana River,-117.66788232561251,33.78275305832861
7291,7292,Santa Ana River,-117.67629836208937,33.7888216028243
7292,7306,Santa Ana River,-117.6788893312062,33.77892794671588
7293,7294,Santa Ana River,-117.66982682911492,33.724464511888854
7294,7296,Santa Ana River,-117.67545418679808,33.729245129767975
7295,7293,Santa Ana River,-117.67999396640477,33.720756456665264
7296,7297,Santa Ana River,-117.67363116158955,33.7369747379707
7297,7302,Santa Ana River,-117.68744876387623,33.75027779043107
7298,7297,Santa Ana River,-117.68611229072874,33.74232809308684
7299,7298,Santa Ana River,-117.68765678220787,33.73406003584415
7300,7302,Santa Ana River,-117.69804451817029,33.743059107964896
7301,7303,Santa Ana River,-117.70627094805094,33.74644357513141
7302,6415,Santa Ana River,-117.69534481069704,33.75700440791964
7303,6415,Santa Ana River,-117.70402077997326,33.75577514084527
7304,7303,Santa Ana River,-117.70879706127323,33.75102211535808
7305,7306,Santa Ana River,-117.68941581124318,33.76959255440505
7306,6428,Santa Ana River,-117.68675488981705,33.77823416514852
7307,7312,Santa Ana River,-117.71794242677831,33.752297823184506
7308,7312,Santa Ana River,-117.72474460374633,33.75584842977601
7309,7311,Santa Ana River,-117.73212362796272,33.757746896880136
7310,7311,Santa Ana River,-117.7375628928491,33.75985550131143
7311,7315,Santa Ana River,-117.7303847958232,33.76488976138879
7312,7316,Santa Ana River,-117.71719950698852,33.76052946426126
7313,7311,Santa Ana River,-117.73659101700044,33.77106132042789
7314,6966,Santa Ana River,-117.72248908200152,33.779306972694116
7315,7314,Santa Ana River,-117.72328595066995,33.76816304788329
7316,7315,Santa Ana River,-117.7124956105069,33.76904161261466
7317,7314,Santa Ana River,-117.7111030985278,33.777199958459946
7318,7314,Santa Ana River,-117.7138066581855,33.78581753215266
7319,6424,Santa Ana River,-117.69682514253383,33.7693464867575
7320,7328,Santa Ana River,-117.64819342317313,33.82473622481439
7321,7326,Santa Ana River,-117.65036500979495,33.82987132371179
7322,7326,Santa Ana River,-117.6554342981174,33.834330125044545
7323,7325,Santa Ana River,-117.65138058366284,33.83842254292554
7324,7325,Santa Ana River,-117.65408241465207,33.844679974623375
7325,7353,Santa Ana River,-117.65994671699713,33.84145200047104
7326,7353,Santa Ana River,-117.66727979979015,33.8328295597332
7327,7328,Santa Ana River,-117.65778093583819,33.823192037802
7328,7326,Santa Ana River,-117.6664897919976,33.82558509125164
7329,7330,Santa Ana River,-117.66435002489655,33.813710759336445
7330,7331,Santa Ana River,-117.67178590144269,33.81082885916111
7331,7332,Santa Ana River,-117.68130904588185,33.808015273590144
7332,7333,Santa Ana River,-117.67959567701544,33.800323720638346
7333,7335,Santa Ana River,-117.69207068547732,33.799288189821844
7334,7333,Santa Ana River,-117.6940070617652,33.805164813551755
7335,7337,Santa Ana River,-117.69987104478986,33.79814551979564
7336,7335,Santa Ana River,-117.69273479380178,33.794641352459195
7337,7338,Santa Ana River,-117.70576346262645,33.79469536976957
7338,7339,Santa Ana River,-117.71030520318732,33.79264214154393
7339,6430,Santa Ana River,-117.71913535041118,33.79551550198836
7340,7338,Santa Ana River,-117.71585216842215,33.79758462751151
7341,7338,Santa Ana River,-117.71127824438878,33.79955853615063
7342,7337,Santa Ana River,-117.70334300015216,33.80325820787775
7343,7334,Santa Ana River,-117.69844014043308,33.80838205811084
7344,7343,Santa Ana River,-117.7076810856041,33.8146124313008
7345,7334,Santa Ana River,-117.68824235754329,33.81588159596071
7346,7343,Santa Ana River,-117.69980423936242,33.819308908840725
7347,7345,Santa Ana River,-117.69247895572673,33.82823847850293
7348,7345,Santa Ana River,-117.6827955971992,33.825830910512636
7349,7350,Santa Ana River,-117.6723982811825,33.82574226871684
7350,7351,Santa Ana River,-117.67742952999518,33.82831870268585
7351,7348,Santa Ana River,-117.68213621092266,33.8332143614077
7352,7349,Santa Ana River,-117.67399158535306,33.835782557281334
7353,7352,Santa Ana River,-117.66606107391091,33.83802385012642
7354,7355,Santa Ana River,-117.67593723792231,33.84964768581491
7355,7708,Santa Ana River,-117.68029163641127,33.8579907842074
7356,7358,Santa Ana River,-117.73269719152148,33.84192041423931
7357,7358,Santa Ana River,-117.72778134886437,33.83522968501346
7358,6536,Santa Ana River,-117.7412073010117,33.83106739289612
7359,6536,Santa Ana River,-117.73275907052407,33.82475624578392
7360,7373,Santa Ana River,-117.73931038885888,33.815264431387675
7361,7373,Santa Ana River,-117.73625763406204,33.812073150657234
7362,7363,Santa Ana River,-117.71109284387148,33.82264828017785
7363,7364,Santa Ana River,-117.7160620872559,33.81651352787151
7364,6468,Santa Ana River,-117.72144781814478,33.81045984958588
7365,7364,Santa Ana River,-117.72089041018481,33.8215317180471
7366,6468,Santa Ana River,-117.72887975320694,33.813121935384856
7367,6468,Santa Ana River,-117.71372267769051,33.808930643808594
7368,6440,Santa Ana River,-117.73282226963875,33.79809733815872
7369,6440,Santa Ana River,-117.73476314766617,33.80242200667992
7370,6440,Santa Ana River,-117.74143107107238,33.80180180084839
7371,7372,Santa Ana River,-117.75100042498832,33.78443549834553
7372,7632,Santa Ana River,-117.75779244564697,33.78886814902211
7373,6437,Santa Ana River,-117.74744884199936,33.80841201581497
7374,6962,Santa Ana River,-117.76652403484042,33.809562091677655
7375,7920,Santa Ana River,-117.77040087558768,33.82488457395077
7376,7920,Santa Ana River,-117.76898297337812,33.82145876177826
7377,7087,Santa Ana River,-117.71976682529541,33.88618798834029
7378,7377,Santa Ana River,-117.71796268190378,33.893293506336555
7379,7377,Santa Ana River,-117.71408765848062,33.89645050138094
7380,6960,Santa Ana River,-117.74388348332458,33.89589600679251
7381,7380,Santa Ana River,-117.73381400504928,33.90151228891577
7382,6641,Santa Ana River,-117.74247734788531,33.90953849631647
7383,6641,Santa Ana River,-117.73730387180207,33.907656140990326
7384,7385,Santa Ana River,-117.75041016544614,33.90958893008047
7385,6625,Santa Ana River,-117.75807408267175,33.9014251642334
7386,7387,Santa Ana River,-117.7540381198678,33.92268279769189
7387,7390,Santa Ana River,-117.76144227074309,33.91905686493321
7388,7387,Santa Ana River,-117.76346497725771,33.92426823388671
7389,7390,Santa Ana River,-117.77051857008681,33.923199683359464
7390,7391,Santa Ana River,-117.77208830737372,33.916682700361726
7391,7392,Santa Ana River,-117.78118712809237,33.91839679172642
7392,6649,Santa Ana River,-117.78894131028227,33.915241773226846
7393,6650,Santa Ana River,-117.7729930388657,33.93312236539044
7394,6650,Santa Ana River,-117.780829060548,33.927641378774425
7395,6652,Santa Ana River,-117.79412735620366,33.94341145789552
7396,6652,Santa Ana River,-117.78387210363869,33.940629455083524
7397,7398,Santa Ana River,-117.80345769293669,33.94200042897734
7398,6940,Santa Ana River,-117.8072075387511,33.934420806912655
7399,6651,Santa Ana River,-117.81446880924196,33.920921186978205
7400,7399,Santa Ana River,-117.80527585571949,33.92238588239901
7401,7399,Santa Ana River,-117.81294381901935,33.92854373669418
7402,6932,Santa Ana River,-117.82498655169306,33.923002771727326
7403,6932,Santa Ana River,-117.82462000014517,33.926508156992895
7404,7405,Santa Ana River,-117.82115283399978,33.91277939272918
7405,7039,Santa Ana River,-117.82304864455358,33.91124210935304
7406,6772,Santa Ana River,-117.76899912696506,33.79310315550234
7407,6965,Santa Ana River,-117.74442883108253,33.78627627327254
7408,7765,Santa Ana River,-117.96477175634293,33.68196643336343
7409,7844,Santa Ana River,-117.82883126394827,33.871579373101284
7410,7725,Santa Ana River,-117.95873342349776,33.63797447851097
7411,6712,Santa Ana River,-117.96101165480982,33.639846174247
7412,7032,Santa Ana River,-117.75173146827922,33.84560192133101
7413,6834,Santa Ana River,-117.74163705770951,33.85185769372167
7414,7782,Santa Ana River,-117.9459629994891,33.65841435258095
7415,6433,Santa Ana River,-117.76584651787726,33.796775823243365
7416,7632,Santa Ana River,-117.76799650190213,33.78457342979836
7417,7025,Santa Ana River,-117.85865268051333,33.78692757938188
7418,7149,Santa Ana River,-117.80672136926034,33.82889804547604
7419,7420,Santa Ana River,-117.8005129839639,33.83466866305181
7420,6498,Santa Ana River,-117.80266464435579,33.829633813055594
7421,6783,Santa Ana River,-117.79925602636307,33.801633887623666
7422,7802,Santa Ana River,-117.85637215078751,33.77792816503137
7423,7813,Santa Ana River,-117.85475318863962,33.81748994208604
7424,7868,Santa Ana River,-117.84294435310461,33.81101085487124
